"Image","사용자","게시날짜","게시한 글","기업","답변날짜","답변 내용"
"https://play-lh.googleusercontent.com/a-/ALV-UjXDfZ6kePCa2kF6jm73RvhHvCf4D8OyRpina16fmrE8ZVSlgLnG=s32-rw","타이거펠파","2022년 7월 22일","편하고좋은데 아직 활성화가 덜된기분입니다.","PaytaLab","2022년 8월 8일","안녕하세요 타이거펠파 패써님! 패써지원팀 조은빈입니다.

먼저 패스오더를 이용하시고 ""편하고 좋다""라고 말씀해 주셔서 진심으로 감사드립니다. 저희는 현재 더 많은, 다양한 매장들이 도입될 수 있도록 패스오더 팀원들은 오늘도 열심히 뛰고 있답니다! 전국의 모든 매장에서 패스오더를 만나는 그날까지! 꼭 함께 해주시길 부탁드립니다. 또, 더 좋은 이벤트도 계속해서 기획 중에 있으니 많은 사랑 부탁 드립니다.
패스오더는 언제나 패써님의 소리에 귀 기울이고 있으며, 최고의 서비스가 되는 그날까지 노력하겠습니다. 감사합니다 :)

- 패스오더 패써지원팀 조은빈 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjWGARW2Hh8gpW1_7xRR8883ooG-lnDAIqurYNzjlORormCgnhI=s32-rw","jeong mi lee","2022년 9월 25일","편리하고 배* 보다 저렴하게 커피 미리주문해서 좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVxIW6nMQEBGG2y2lORVLKg00QKSjBxggwyJQx8_-JU8Qz7e7MD=s32-rw","사고뭉치코코와겨울이의 일상","2023년 10월 17일","출근 하면서나 일할때 금방주문할수있어서 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIHuSRPqGNfO83zv-eq2RlOjMEn4PpPnXfH1PL3RqIhdH1e0A=s32-rw-mo","이성환","2024년 1월 23일","처음써보는거예요!! 일단은 간편햬서 좋은거같아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKAkEZmQZFFvBACWFDp1MgUDDqx8RDjOTpAjVKOMGfYEOnistma=s32-rw-mo","Boricha Sun","2023년 8월 4일","정말 사용하기 편하고 혜택도 많아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJSFDe4loe6ETMgLrE9rZXTizJGbASrWASJGB3stDzesDqImg=s32-rw-mo","지현윤","2023년 12월 12일","할인및쿠폰등 알뜰하게 쓰고있어요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLLMLSH6TQNfeag9bZrDJZIOk8X90OYkEHfT41I05cNz-4GjQ=s32-rw-mo","김유경","2023년 4월 3일","기다리지 않아서 너무 편하고 포인트도 두둑해요!!!","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL7lOuIsuWPPcBbIzMItVEb9_oBQ8sPKT5CBw2NaJJJE_bYyHw=s32-rw-mo","아이란","2023년 3월 6일","패스오더 너무좋아요! 더블적립시스템 최고최고!","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocI5ihHS65aYAseHCpkljLJ2WGZ3GXHgTOSb7yERK6lwo4CxIw=s32-rw-mo","chichi","2023년 5월 10일","좋아요 가게도 많고 편리해요. 개발자님 감사합니다","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXcbS511AuG0tm2PpKdq8TJcaYfrsD2hxCvusrxxUrwoSddBEvq=s32-rw","도현아빠","2022년 8월 2일","편해요 : ) 때로링 허는 알림음이 기분 좋아요","PaytaLab","2022년 9월 21일","안녕하세요 새우 패써님! 패스오더 패써지원팀입니다.

기다림 없이 미리 주문하고 바로 픽업하는 패스오더! 저희 서비스를 이용해 보시고 진면목을 알아봐 주시는 것 같아 기분이 좋습니다! 때로링하는 알림음이 기분 좋으시다니! 패써님께서 써주신 귀여운 리뷰 덕분에 저도 덩달아 기분이 좋아지네요 ㅎㅎ!

앞으로도 패써님의 말씀을 토대로 더 좋은 서비스를 위해 노력하겠습니다! 혹시 이용에 불편함이 있으시다면 언제든 앱 하단 [패스오더와 더 친해지기>문의하기]를 이용해 주세요! 보다 빠르게 답변드릴 수 있도록 하겠습니다! 감사합니다!

-패스오더 패써지원팀 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocIa_z5H31R4QqDHDwmD_UJSdbDZfZCKkkA66NzYM_r1NrZj8Q=s32-rw-mo","박윤미","2023년 9월 5일","넘모 좋은데 충전 금액좀 줄여주세용🩷","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUPbJhJx-gHQWdVubwUb9AeFmvaE31Yq0rPuE2b6DMAnNfbvdyakg=s32-rw","Changhyeon Bae","2023년 5월 11일","쿠폰도 많이 주고 주문 편하네요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocITaZeyOSwbbOO2oMjDTAZo3YqFa9YrQmTv-Ei9esBSqQpMbg=s32-rw-mo","황병규","2021년 12월 2일","출발하가전에 주문하고 바로 받을 수 았어 너무 좋아요","PaytaLab","2021년 12월 3일","안녕하세요 황병규 패써님. 패써지원팀 고민경입니다.

간편한 패스오더, 기다림 없이 미리 주문하고 바로 가져갈 수 있는 패스오더! 황병규 패써님께서 이용해주셔서 너무 감사드립니다. 저 역시도 근무시간 중 가장 시간이 빨리 흘러간다는 점심시간에 후딱 나가서 패스오더로 커피까지 여유롭게 즐기고 있답니다:)

저희 패스오더는 바쁜 일상에 조금이나마 여유를 더해드리기 위해 늘 최선을 다하고 있습니다! 더욱 더 간편하고 스마트한 서비스를 위해 노력하겠습니다.  오늘 하루도 맛있는 커피 한잔의 여유를 느끼실 수 있으면 좋겠습니다!

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJe6EiXr9WjhlGzIjwTee9hcnXIwOKdS0Q4_euKsG2t37noWA=s32-rw-mo","양정모","2023년 7월 3일","편하고 좋아요.가고싶은 시간에 가는거 좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVER-syC4uSQz6vnH1oIKdh_09Y-OA7xPhKH73N-mBmEH3nIllG=s32-rw","문대희","2023년 9월 18일","간편하게 미리 주문 할 수 있어서 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJrEZh5G2e9xWTAmKMUwDRvD52nFbgtP1CEqMEI0LRh7KvrTw=s32-rw-mo","함성원","2023년 11월 23일","주문하기 편하게 잘쓰고있습니다 ㅎ","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXuO1cnLK7K_QooJquuPIn2tR97VhpJFnj4-5I8LthpN00Nc-LS=s32-rw","김용철","2023년 1월 28일","아직 홍보가 안되서 그런지 가입된 곳이 많이 없다는거 말고는 좋아요^^","PaytaLab","2023년 2월 2일","안녕하세요, 김용철 패써님! 패스오더입니다.

간편한 모바일 주문 앱 패스오더를 이용해 주시고 소중한 말씀 남겨 주셔서 감사드립니다. 말씀해 주신 것처럼 패스오더는 계속해서 성장하는 서비스로 현재 더 많고 다양한 매장 도입을 위해 정말 열심히 노력하고 있는데요!
추후 패써님의 발길이 닿는 모든 곳에서 패스오더를 만나보실 수 있도록 하여 서비스 이용에 불편함이 없으시도록 더욱 노력하겠습니다!! 소중한 피드백 다시 한번 감사드리며, 패써님의 소리에 귀 기울여 성장해 나가는 모습도 꼭 지켜봐 주세요! 오늘도 좋은 하루 되세요. 감사합니다 :)

-패스오더 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKoBqaYafDWr4W4WCaKWDijR1HmsgJwN4yYaxvreWzEKRPBSA=s32-rw-mo","minha hwang","2022년 5월 11일","명규대표님 정말좋은앱 만들어주셔서완전잘쓰고있어요","PaytaLab","2022년 5월 23일","안녕하세요 minha hwang 패써님. 패써지원팀 고민경입니다.

좋은 앱 만들어주느라 불철주야 고생하시는 명규 개발자님께 꼭 전달해드리고 싶은 리뷰네요^^

패써님들의 칭찬과 피드백은 패스오더를 성장하게 하는 원동력입니다. 앞으로도 많은 관심과 좋은 의견 기다리고 있겠습니다. 패써님, 앞으로도 잘 부탁드릴게요:)

이번 주도 최고로 즐겁게 신나는 한 주 되시기를 바랄게요. 자외선이 따가우니 꼭 썬크림 바르세요^^

감사합니다.

- 패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJ8n-9vf4hl22OqsUcjW9fVtMGuKFN_KqLKDApYOEnEHVvUxA=s32-rw-mo","최지원","2022년 10월 8일","가기전 주문하고 받기 편해요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWVWYIVxRUDlQi2U1gmeUyVeJHw5hzX0WkfHLmMk0KnIVA2G3qU=s32-rw","문상철","2022년 11월 28일","기다림없이 편하게 잘이용하고있답니다~","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLUFCiLV1gTm81ALj6e3CmkFCYRDw3t_OsKozVqkmcLI5f1vg=s32-rw-mo","댄스선미","2022년 11월 17일","간편하고 여러가지혜택들이있어서좋은것같아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKnTuPuTM4bntHPXIHEt9USt2oal5_BKyQJ8AwXilU5oBV6DA=s32-rw-mo","김성호","2023년 11월 4일","요근래 나의 일상에서 불필요한 시간을 없애준 가장 고마운 어플","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIbjYCLOq062PGVEV5Ydezv5ZtQ7k50uVZXOg5RjgrB4K0Vow=s32-rw-mo","JunBum Bae","2022년 10월 30일","간편하고 아주 유용합니다.","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL-EY5md_lvwcbavQGfegDKgvQ4G3-MVlqTxLUzAtlijnqT=s32-rw-mo","박정웅","2023년 8월 27일","편하고 좋네요 자주 이용할거 같습니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJ_mAO7yHXd2dd9rrZW6P24UnFe_jbKJUswiNA5eftz6yEx0g=s32-rw-mo","진미정","2023년 1월 15일","잘쓰고 있습니다. 시간 절약 에 도움이 많이 돼요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLORvEkuQGAWyUGbkzvZXfafcAcElSiQK9l45DCrI5GMhKdpA=s32-rw-mo","폼재이","2022년 5월 25일","할인도 많고 넘 좋아요 ㅎㅎ","PaytaLab","2022년 6월 14일","안녕하세요 폼재이 패써님. 패써지원팀 고민경입니다.

패써님이 곧 패스오더에 푹 빠지시는 ‘중독’ 예감이 곧 실현되지 않을까 조심스레 예측해봅니다:) 편하게 커피를 구매할 수 있다는 장점 뿐만 아니라 개인적으로는 좋아하는 카페 신메뉴들도 살펴보면서 자주 들어가게 되더라구요!

저희가 지향하는 목표가 ‘패스오더를 습관처럼 자주 쓰는 사람들이 많아지게 하자’인데, 한번 사용 후 계속해서 접속하고 싶은 마음이 생겨날 수 있도록 더 많은 가치를 제공하는 서비스가 되도록 노력하겠습니다. 오늘도, 내일도 패스오더와 함께 힘차게 출발하시길 바랄게요! 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjVSUdinhlCfReaFYdeH30Zx7iqO2Rz33LnMEla3w0pqjnP9Lkth=s32-rw","복이누나","2023년 12월 11일","잘쓰고있는데 포인트 선물하기좀 그만떴음 좋겠어요....","PaytaLab","2023년 12월 13일","안녕하세요, 코코볼아니고코코팝스 패써님 패스오더입니다.

먼저 서비스 이용 과정 중 불편을 느끼신 것 같아 마음이 무겁습니다. 주문 직후 뜨는 팝업으로 인해 불편을 느끼신 걸까요? 남겨 주신 글은 유관 부서로도 전달하여 개선 요청을 드리고 더 나은 방안에 대해서도 논의하여 보완해 나갈 수 있도록 하겠습니다.

현재 저희 패스오더 팀은 최상의 만족감을 제공해 드리기 위해 밤낮을 가리지 않고 고민하고 연구하고 있답니다. 애정 어린 마음으로 지켜봐 주시고 함께 해주시면 감사드리겠습니다.
또, 패써님의 피드백을 토대로 성장해 나가는 모습 꼭 보여드릴 수 있도록 노력하겠습니다. 감사합니다:)

-패스오더 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocILJT8p7fkGPOhjiA42YxR-RikBgGcS629fBFzSCjclpPOJCw=s32-rw-mo","이재영","2023년 3월 4일","매일 사용합니다. 매우 편리합니다.","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKilRO_QhlYlWBTR1u9Ki48_gUubNeC6Zx7prOhTA9sVmEnlA=s32-rw-mo","윤영미","2023년 2월 21일","쉽게 주문할수있네요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJvuJ6tohaTG3BrHnD1bi8ff0BKMEi-OBDfQ7SYVGlX0Bvozw=s32-rw-mo","Mijin Lee","2023년 9월 26일","편리하고 좋아요 쿠폰 혜택도 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLthokXm79xr8IBrM66_6JHT7riSbuUanxzxQ4nmzP1MCEhyg=s32-rw-mo","김민석","2022년 11월 8일","더많은 카페가 있으면 좋겠지만 잘쓰고있습니다","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWV2O4bo4PIC5ZZwm4vzLfSVWMAOd5SdEn5Kb9u28QKlnaBJXsr=s32-rw","IlYoung Son","2023년 8월 1일","매우 편리합니다 앞으로도 지속 발전시켜 주시기 바랍니다 감사합니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL_tBE-THRJyCKYwi7DpKtOGIya5n-EskCylcUwohq48CYMhw=s32-rw-mo","이강훈","2023년 8월 22일","자주 사용하는데 편해서 좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL7X5fyK3y-1pa_EgBd-zUtjgULU-5Vkh_FZ9JLIXfEy_6xxQ=s32-rw-mo","김ᄃᄂ1완수","2022년 10월 26일","너무 잘 사용하고 있는 앱입니다~ 최고예요~!👍","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXk2HDSBz2lxq2jmgwuXSHPqV8Soo2KV35TeHGl_c-2LPnW_3vh=s32-rw","장문석","2022년 10월 25일","가서 기다리지않고 음료를 마실수 있어 너무 편리해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJvoSteULnKLXMVmeqdz__UXTUePe4RV10WW165Zx7vgfUp=s32-rw-mo","Jong hwa Ku","2023년 1월 6일","편하고빨라서 넘 좋습니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKeG74W_Px_o5M110y0zd_owKfjiA9rAygCEx8BkvSnebDbwQ=s32-rw-mo","유영서","2021년 10월 3일","기다리는 불편한 없이 너무 편해요","PaytaLab","2021년 10월 5일","안녕하세요 유영서 패써님. 패써지원팀 고민경입니다.

먼저, 저희 서비스를 이용해보시고 리뷰까지 남겨주셔서 감사합니다. 저도 카페에서 기다리지 않고 주문부터 결제까지 한번에 가능한 패스오더의 매력에 푹 빠졌답니다.
유영서 패써님께도 이런 편리함을 제공해 드릴 수 있어서 매우 기뻐요! 패스오더를 통해 5분, 10분 절약해 더욱 뜻 깊은 곳에 쓸 수 있도록 끊임없이 노력하는 패스오더가 되겠습니다.
많은 관심과 애정 부탁 드리며, 오늘 하루도 마무리 잘 하셨으면 좋겠습니다! 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKY1BTicHBvR6GpLPFSeIJz8hVvi-nJwyE531PT5j_0YWB5uJQP=s32-rw-mo","Juho Kim","2022년 12월 12일","부담없이 사용하기에 너무 좋습니다.","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJYQseI830RupdmsqdQJo5XQ0GFLkE6gctZ2S9OtenH7lgY9sg=s32-rw-mo","SEOK헬창퀀트","2022년 6월 27일","1주일전에 환불신청했는데 돈이안들어와요.. 확인좀해주세요","PaytaLab","2022년 6월 27일","안녕하세요 헬창퀀트 패써님. 패써지원팀 고민경입니다.

이용하시면서 불편함을 드려 죄송하다는 말씀드립니다. 패스머니 환불신청을 진행하셨을까요? 환불의 경우, 환불 및 취소 신청 후 영업일 기준 최대 7일까지 소요되는 점 안내드려요.

어플 내에 [ 아임패써 > 자주 묻는 질문 > 문의하기 ] 에 연락처 와 문의내용 전달해주시면 접수내역 확인 및 환불 예정 일자를 안내드릴 수 있도록 하겠습니다. 담당부서에서 최대한 빠르게 확인 도와드리겠습니다.

불편함 없이 편리하게 서비스 이용할 수 있도록 늘 패써님의 의견에 귀 기울이고 계속해서 발전하는 패스오더가 되도록 노력하겠습니다! 감사합니다.

-패스오더, 패써지원팀 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJOx2cgt6zdULxM5N54Ak_w8XLI2JGkPf_irQ7CaSkXYpRglw=s32-rw-mo","임하나","2023년 11월 25일","편하고 좋아요 잘쓰구있어요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJ-6WVwh1XIprK0ciyA-anjy3MJZXGh-lzLB4tNrEvejcm8sA=s32-rw-mo","Jijj Kim","2024년 1월 3일","패스오더 안되는 매장을 된다고 올려놨음.","PaytaLab","2024년 1월 4일","안녕하세요, Jijj Kim패써님 패스오더입니다.

먼저 서비스 이용 과정 중 불편을 느끼신 것 같아 마음이 무겁습니다. 해당 부분은 정확한 확인을 위해 앱 내 [문의하기]로 매장명을 알려주실 수 있을까요? 저희 측에서도 정확하게 확인 후 안내드려 이용에 불편이 없으시도록 노력하겠습니다.
추가로 현재 앱 주문이 가능한 매장은 정식 도입된 매장이나 전화 주문만 가능한 매장의 경우 공공데이터 기반으로 간단한 정보만 등록되어 있는 점 참고 부탁드립니다. 추가적인 문의 및 불편 사항은 언제든 앱 홈 하단 [패스오더와 더 친해지기>문의하기]로 글 남겨 주신다면 빠르게 안내드리겠습니다. 감사합니다.

-패스오더 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJu8ekitY_tVIst0T-82SgSTYz_UHK-GsR5sAFdBQS6zrnrcQ=s32-rw-mo","홍예진","2023년 6월 5일","너무너무 편하고 좋아요 ㅎㅎ감사합니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJy5dx9awqPIxV3J_nhRlwSquoh5LEsShgcoelHdmpW4ixjKg=s32-rw-mo","이경호","2023년 1월 22일","간편하고 편리해요 굿굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL44Xr4yGZsurTN7x22BY5uyUqiJC1sQ9t8Z8wJP4NrauaoJA=s32-rw-mo","JIHUN LIM","2022년 6월 22일","만족하며 잘 사용하고 있습니다","PaytaLab","2022년 7월 22일","안녕하세요 JIHUN LIM 패써님! 패스오더 패써지원팀 김수진입니다.

오늘도 패스오더로 맛있는 커피 한 잔 하셨을까요?
패써님께서 만족하고 잘 사용하고 계시다니 저희는 더할 나위 없이 기쁩니다:)
패써님의 일상에 더욱 만족감을 드릴 수 있는 패스오더가 되겠습니다! 저희 패스오더 성장하는 모습도 꼭 지켜봐 주시면 좋겠습니다! 감사합니다:)
-패스오더 패써지원팀 김수진드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXukZswl9FtGFCaGPXnkJv3ccRsPkrpiKppuNt64hwQXov5pZvE=s32-rw","jiyoon Im","2022년 6월 14일","언제나 편하게 사용해요..^^","PaytaLab","2022년 7월 15일","안녕하세요 jiji 패써님
패스오더 패써지원팀 김수진입니다.
현대인들의 바쁜 일상 속에서 편하다 라는 만족감을 드릴 수 있어 기분이 좋아지는 리뷰입니다:)
패써님께서 시간 내어 리뷰도 남겨주신 만큼, 패스오더도 열심히 패써님의 피드백을 통해 점점 더 좋은 서비스 제공 해드릴 수 있도록 하겠습니다. 한 주의 마지막 금요일, 행복하게 보내시길 바랄게요! 감사합니다.

-패스오더 패써지원팀 김수진드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXdtRQRwe3heH8WqDejCMJqIywhvjTvAVjV7-EN-lcdFT98YPA=s32-rw","이한욱","2022년 4월 4일","아침 출근길 엘레베이트 나서면서 주문하고 바로 받아 갈수있어 편리해요","PaytaLab","2022년 4월 22일","안녕하세요 이한욱 패써님. 패써지원팀 고민경입니다.

패스오더를 통해 출근 시간 빠른 주문으로 편리함을 느끼셨군요! 정말 뿌듯함이 느껴지는 리뷰입니다. 출근 시간 정신없이 바쁠 때 주문, 결제까지 한번에 가능한 패스오더가 패써님의 시간을 단축 시켜 드릴 수 있어 다행입니다.

앞으로도 5분, 10분 소중한 패써님의 시간을 지켜드릴 수 있도록 더욱 발전하고 성장하는 패스오더가 되겠습니다. 커피 한잔 땡기는 날에는 패스오더를 꼭 다시 한번 찾아주시고, 꾸준한 관심과 애정 가져주시면 감사드리겠습니다. 남은 하루도 화이팅 입니다!

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocJFMMzYFShimIEKoNELgDaAVpuUj0gHaaCjj0hFst9tZtoi=s32-rw-mo","서하종","2022년 5월 7일","빠르구 편한하네요.","PaytaLab","2022년 5월 16일","안녕하세요 서하종 패써님. 패써지원팀 김다희 입니다.

근무 중에도 후~딱 다녀올 수 있을 만큼 빠르고 편리한 패스오더죠!

저는 매일 아침 출근길에 지하철에서 내리기 한 정거장 전에 주문을 하고 맛있는 커피 픽업해서 즐겁게 출근한답니다. 서하종 패써님이 저와 비슷한 편리함을 느끼고 계시는 것만 같아 너무 반가운 기분입니다^^

아침 출근시간/점심시간/쉬는시간 가리지 않고, 어디서든 패스오더로 맛 좋은 커피를 빠르게 드실 수 있도록 더욱 노력하는 패스오더가 되겠습니다.

오늘도 패스오더와 함께 시원한 하루 되셨으면 좋겠습니다. 이용해주셔서 감사드립니다 : )

-패스오더, 패써지원팀 김다희 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocLG3rkANtBQPWcG7ynBFnFy7Rhip3O_lQ7hM3MFcrNjr6-sPg=s32-rw-mo","민갑조","2023년 10월 15일","쓰기 편하고 좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjX227bY6dSrLFRQ2WDNIp1eiFSX4s6qAbMqgsViYfnt5Z3sSVE=s32-rw","신병길","2023년 11월 17일","어플 좋아요 사용도 간편하고","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocI6bD_qn2pQZvvMTV4ljVNLnqXNx3s8wSG1ZDk1XQjIKqypWX8=s32-rw-mo","이원 (원)","2022년 9월 2일","너무 잘 사용하고 있어요! 신세계에요!","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJn9LGKyjwp5cjDTj6e4f7PyxRXiF5kXyB7Wdj84GrghdouDA=s32-rw-mo","eric chloe","2023년 4월 15일","스벅만 이용하다 처음 다른걸 쓰네요. 굿입니다","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWsvDqFeuiXqa6oM35AykVXTEc7H_aMVQZUWpJrXyvismA4NKiL=s32-rw","주환이아빠","2024년 1월 12일","편하고 아주 좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWrfTdjya4gxmNfsQp2Zeq1phhww5YRAPIRXstWgRoqPhN82foy=s32-rw","게임하는사람","2023년 2월 13일","처음엔 복잡해보여도 금방적응되요~","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJTlSOkSDoOad51Mpl-xf3OgYnLGyac_eri0QOymbnJpD5AHQ=s32-rw-mo","Chul Min Yoon","2022년 10월 24일","편하고 좋습니다 굿입니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLrgvJhfZ1w6kLytnMtK_JT2RtaERQhkeDHzmZFmsZR98FKaQ=s32-rw-mo","SY CHA","2022년 10월 1일","편리하게 잘사용하고 있습니다","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWRTwVRerf27XriJuT3L_od46D-ZcFIpZm-bpTMX8oqLXqVXc3U=s32-rw","임지영","2022년 8월 7일","사용하기 편하고 너무 좋아요","PaytaLab","2022년 10월 6일","안녕하세요 임지영 패써님! 패스오더입니다.

간편한 모바일 오더 서비스 패스오더를 이용해 보시고 이렇게 기분 좋은 칭찬 글 남겨 주신 점 진심으로 감사드립니다! 임지영 패써님의 기분 좋은 리뷰 덕분에 오늘 남은 업무도 기분 좋게 마무리할 수 있을 것만 같습니다 :)

패써님은 패스오더의 어떠한 기능이 가장 마음에 드셨나요? 저는 단언컨대 기다릴 필요 없이 바로 픽업 가능한 점이 제일 편하더라구요! 패써님도 저와 같은 편리함 계속해서 누려보시면 좋겠어요 :)

벌써 한 주의 절반이 지난 목요일이네요! 오늘만 지나면 3일 동안의 즐거운 연휴가 기다리고 있으니 조금만 더 힘내셨으면 좋겠어요! 감사합니다!

-패스오더 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjWBQ5j8sWRGU16eqoWRNjEivJNu3rSwldUanrXTt3N3njxzbr8qVw=s32-rw","정동진","2023년 1월 6일","아주아주 잘사용하고있어요~","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIp31LYCzTeYWqn3Xr8IX2E0OdLo9Rs2nd_NkIpm1VoSk4Qjw=s32-rw-mo","mirko kim","2022년 9월 23일","편리하게 잘 이용중입니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIuLLvF0O4JmXWDWOPT120pVcQEMx8y0MM6uV12uT5dzkIetA=s32-rw-mo","손정규","2021년 9월 18일","좋아요..늘가던커피집 배민에없는데.아주좋네요","PaytaLab","2021년 9월 5일","안녕하세요 손정규 패써님. 패써지원팀 고민경입니다.

모바일 주문결제 앱 1위가 되겠다는 원대한 꿈을 품고 열일 중인 패스오더 팀에게 손정규 패써님의 리뷰를 공유하러 지금 당장 달려갑니다~! 패스오더가 “중개수수료 없이 이용가능”하다는 점은 카페 사장님들께도 인기만점의 비결입니다:)

앞으로 방문하시는 모든 매장에서 이용하실 수 있도록 열심히 뛰고 있으니 기다려주시고! 지켜봐주시면! 정말 감사할 것 같습니다. 매일 패스오더와 함께 맛있는 커피로 하루의 시작 또는 하루의 끝을 보내시길 바랍니다. 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXxRS0Py22GGImiMd27Y_Au2zKFpMwzU_F3T5hZgMzwA8EV_pg=s32-rw","이형민","2022년 9월 13일","너무편해요 드라이브스루 느낌","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIwGXaYgM4jQtLf5dApC2_ByybNdpiAtCAxAQW8n8VquoE6eg=s32-rw-mo","이도영","2023년 1월 10일","항상 잘 사용하고 있습니다~^^","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLFuawTRwv4trifMvoIlEzEZ7rqe1cfRVl6cJqwejcBvw-33w=s32-rw-mo","오은미","2021년 12월 6일","성격 급한 사람에게 너무 좋은 어플입니다!","PaytaLab","2021년 12월 6일","안녕하세요 오은미 패써님. 패써지원팀 고민경입니다.

날씨에 구애받지 않고 출근길에 패스오더로, 미리 주문하고, 여유롭고 재빠르게 픽업만 하여 사무실에 도착하는 아침을 맞이하는 것에 소소한 행복을 느끼고 있답니다! 패써님도 제가 느끼는 편리함을 느끼고 계시는 걸까요?
앞으로도 패스오더가 조금 더 편한 일상을 만들어드릴 수 있기를 기원합니다. 보다 다양하고 많은 카페에서 서비스를 이용하실 수 있도록 더욱 노력하겠습니다.

한 주의 시작인 월요일은, 피로감이 크실테지만 곧 찾아올 행복한 주말을 기대하면서 기분 좋게 오늘 하루를 보내셨으면 좋겠습니다. 월요팅입니다!

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKTnixBkgoPMR7qjL74VCL4_CFW8Ew9S8AFJJyMvreLWzyt5g=s32-rw-mo","김희수","2022년 10월 2일","사용하기 너무 편해여~~","","",""
